Product Name,Total Sales,Average Sales,Order Count,Cluster
Avery 514,47.808,11.952,4,0
Avery 515,62.650000000000006,31.325000000000003,2,0
Avery 516,109.64999999999999,27.412499999999998,4,0
Avery 517,44.28,11.07,4,0
Avery 518,106.47,13.30875,8,0
Avery 519,121.34599999999999,20.22433333333333,6,0
Avery 52,68.634,11.439,6,0
Avery 520,46.620000000000005,9.324000000000002,5,0
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",277.38,39.62571428571429,7,0
Avery Arch Ring Binders,1318.87,131.887,10,0
Avery Binder Labels,26.063,6.51575,4,0
Avery Binding System Hidden Tab Executive Style Index Sets,91.743,11.467875,8,0
Avery Durable Binders,87.264,7.271999999999999,12,0
"Avery Durable Plastic 1"" Binders",116.224,16.603428571428573,7,0
Avery Durable Poly Binders,82.95,13.825000000000001,6,0
Avery Durable Slant Ring Binders,51.480000000000004,10.296000000000001,5,0
Avery Durable Slant Ring Binders With Label Holder,77.33,9.66625,8,0
"Avery Durable Slant Ring Binders, No Labels",89.55,9.95,9,0
Avery File Folder Labels,113.472,8.728615384615384,13,0
"Avery Flip-Chart Easel Binder, Black",239.466,59.8665,4,0
Avery Fluorescent Highlighter Four-Color Set,65.464,8.183,8,0
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",99.80000000000001,16.633333333333336,6,0
Avery Hanging File Binders,105.846,17.641000000000002,6,0
Avery Heavy-Duty EZD  Binder With Locking Rings,92.628,18.5256,5,0
Avery Heavy-Duty EZD View Binder with Locking Rings,170.984,17.0984,10,0
"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",7.8,3.9,2,0
"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",219.78,36.63,6,0
Avery Hi-Liter Fluorescent Desk Style Markers,20.279999999999998,10.139999999999999,2,0
"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",26.08,13.04,2,0
Avery Hi-Liter Pen Style Six-Color Fluorescent Set,7.7,7.7,1,0
Avery Hi-Liter Smear-Safe Highlighters,114.464,22.8928,5,0
Avery Hidden Tab Dividers for Binding Systems,31.588,4.5125714285714285,7,0
Avery Hole Reinforcements,116.501,12.944555555555556,9,0
Avery Legal 4-Ring Binder,258.054,64.5135,4,0
Avery Metallic Poly Binders,135.80100000000002,22.6335,6,0
Avery Non-Stick Binders,217.316,10.8658,20,0
Avery Non-Stick Heavy Duty View Round Locking Ring Binders,68.172,22.724,3,0
Avery Personal Creations Heavyweight Cards,103.86,34.62,3,0
Avery Poly Binder Pockets,78.044,9.7555,8,0
Avery Premier Heavy-Duty Binder with Round Locking Rings,191.352,27.336000000000002,7,0
Avery Printable Repositionable Plastic Tabs,115.24000000000001,19.206666666666667,6,0
Avery Recycled Flexi-View Covers for Binding Systems,197.169,28.167,7,0
Avery Reinforcements for Hole-Punch Pages,28.512,3.564,8,0
Avery Round Ring Poly Binders,36.919999999999995,6.153333333333332,6,0
Avery Self-Adhesive Photo Pockets for Polaroid Photos,143.01,13.00090909090909,11,0
"Avery Trapezoid Extra Heavy Duty 4"" Binders",314.54999999999995,78.63749999999999,4,0
"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",545.034,77.862,7,0
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",25.83,4.305,6,0
Avery White Multi-Purpose Labels,95.616,23.904,4,0
Avoid Verbal Orders Carbonless Minifold Book,68.276,13.655199999999999,5,0
BIC Brite Liner Grip Highlighters,24.272,4.8544,5,0
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",118.72,19.786666666666665,6,0
BIC Brite Liner Highlighters,86.112,12.301714285714285,7,0
"BIC Brite Liner Highlighters, Chisel Tip",123.12,20.52,6,0
BIC Liqua Brite Liner,173.5,28.916666666666668,6,0
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",496.248,82.708,6,0
"BOSTON Ranger #55 Pencil Sharpener, Black",618.562,68.72911111111111,9,0
BPI Conference Tables,2241.8675,448.3735,5,0
Bady BDG101FRU Card Printer,9279.884,2319.971,4,2
Bagged Rubber Bands,23.183999999999997,5.795999999999999,4,0
Balt Solid Wood Rectangular Table,828.0965,207.024125,4,0
Balt Solid Wood Round Tables,6518.754,1629.6885,4,2
Balt Split Level Computer Training Table,1040.625,208.125,5,0
Barrel Sharpener,67.83000000000001,16.957500000000003,4,0
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",1088.64,217.728,5,0
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,136.464,1,0
"Belkin 19"" Center-Weighted Shelf, Gray",849.3119999999999,212.32799999999997,4,0
"Belkin 19"" Vented Equipment Shelf, Black",1400.256,140.0256,10,0
"Belkin 325VA UPS Surge Protector, 6'",1379.172,344.793,4,0
Belkin 5 Outlet SurgeMaster Power Centers,1776.048,177.6048,10,0
Belkin 6 Outlet Metallic Surge Strip,262.449,29.161,9,0
Belkin 7 Outlet SurgeMaster II,631.68,210.55999999999997,3,0
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,157.92,1,0
Belkin 7-Outlet SurgeMaster Home Series,72.64399999999999,18.160999999999998,4,0
Belkin 8 Outlet Surge Protector,1073.676,153.3822857142857,7,0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,737.754,147.5508,5,0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,647.84,1,0
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,138.96,2,0
Belkin F5C206VTEL 6 Outlet Surge,464.196,66.31371428571428,7,0
Belkin F8E887 USB Wired Ergonomic Keyboard,563.812,70.4765,8,0
Belkin F9G930V10-GRY 9 Outlet Surge,770.112,154.0224,5,0
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,516.216,64.527,8,0
Belkin F9M820V08 8 Outlet Surge,558.74,186.24666666666667,3,0
Belkin F9S820V06 8 Outlet Surge,266.336,66.584,4,0
Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,64.972,21.65733333333333,3,0
Belkin OmniView SE Rackmount Kit,248.35999999999999,124.17999999999999,2,0
Belkin Premiere Surge Master II 8-outlet surge protector,952.168,136.024,7,0
Belkin QODE FastFit Bluetooth Keyboard,495.6,247.8,2,0
"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",239.84,47.968,5,0
Belkin Standard 104 key USB Keyboard,265.538,44.25633333333334,6,0
Belkin iPhone and iPad Lightning Cable,83.944,41.972,2,0
Berol Giant Pencil Sharpener,254.85000000000002,63.712500000000006,4,0
Bestar Classic Bookcase,1897.8102,237.226275,8,0
Bevis 36 x 72 Conference Tables,4332.252,541.5315,8,2
Bevis 44 x 96 Conference Tables,3253.2200000000003,650.644,5,0
Bevis Boat-Shaped Conference Table,2542.467,423.7445,6,0
"Bevis Oval Conference Table, Walnut",6942.068,867.7585,8,2
Bevis Rectangular Conference Tables,1007.262,251.8155,4,0
"Bevis Round Bullnose 29"" High Table Top",4544.925,908.985,5,2
Bevis Round Conference Room Tables and Bases,519.941,259.9705,2,0
Bevis Round Conference Table Top & Single Column Base,2297.538,459.5076,5,0
"Bevis Round Conference Table Top, X-Base",2671.421,445.2368333333333,6,0
Bevis Steel Folding Chairs,1775.075,295.84583333333336,6,0
"Bevis Traditional Conference Table Top, Plinth Base",2033.496,677.832,3,0
Binder Clips by OIC,36.112,5.158857142857143,7,0
Binder Posts,57.4,9.566666666666666,6,0
Binding Machine Supplies,667.9929999999999,74.22144444444444,9,0
"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",88.896,12.699428571428571,7,0
"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",16.176000000000002,8.088000000000001,2,0
"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",45.15,9.03,5,0
"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",17.64,5.88,3,0
"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",25.992,8.664,3,0
Bionaire 99.97% HEPA Air Cleaner,199.72799999999998,49.931999999999995,4,0
Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79,171.92999999999998,3,0
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,229.88600000000002,38.31433333333334,6,0
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",45.507999999999996,11.376999999999999,4,0
"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",64.06400000000001,16.016000000000002,4,0
"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",160.336,40.084,4,0
BlackBerry Q10,3099.354,516.559,6,0
Blackstonian Pencils,30.438000000000002,10.146,3,0
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,1229.836,307.459,4,0
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",679.66,135.932,5,0
"BlueLounge Milo Smartphone Stand, White/Metallic",335.888,111.96266666666666,3,0
Bose SoundLink Bluetooth Speaker,2865.6,573.12,5,0
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,1073.112,153.3017142857143,7,0
Boston 16701 Slimline Battery Pencil Sharpener,86.076,43.038,2,0
Boston 16750 Black Compact Battery Pencil Sharpener,43.75,21.875,2,0
Boston 16765 Mini Stand Up Battery Pencil Sharpener,102.608,25.652,4,0
Boston 16801 Nautilus Battery Pencil Sharpener,444.60200000000003,74.10033333333334,6,0
Boston 1730 StandUp Electric Pencil Sharpener,171.04,57.01333333333333,3,0
Boston 1799 Powerhouse Electric Pencil Sharpener,389.70000000000005,129.9,3,0
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",59.489999999999995,29.744999999999997,2,0
Boston 1900 Electric Pencil Sharpener,14.98,14.98,1,0
Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,85.6375,4,0
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",523.59,65.44875,8,0
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,1166.44,233.288,5,0
Boston Home & Office Model 2000 Electric Pencil Sharpeners,297.99,49.665,6,0
Boston KS Multi-Size Manual Pencil Sharpener,533.3679999999999,76.19542857142856,7,0
"Boston Model 1800 Electric Pencil Sharpener, Gray",264.61,132.305,2,0
"Boston School Pro Electric Pencil Sharpener, 1670",873.636,124.80514285714285,7,0
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,1706.25,568.75,3,0
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",65.0,16.25,4,0
Bretford CR4500 Series Slim Rectangular Table,7242.768,905.346,8,2
Bretford CR8500 Series Meeting Room Furniture,6776.562000000001,1129.4270000000001,6,2
Bretford Rectangular Conference Table Tops,12995.2915,1082.9409583333334,12,2
Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,5634.9,1408.725,4,2
"Brites Rubber Bands, 1 1/2 oz. Box",13.068000000000001,4.356000000000001,3,0
Brother DCP1000 Digital 3 in 1 Multifunction Machine,4859.838,694.2625714285714,7,2
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner",341.991,341.991,1,0
Brown Kraft Recycled Envelopes,244.512,48.9024,5,0
Bulldog Table or Wall-Mount Pencil Sharpener,77.87,25.956666666666667,3,0
Bulldog Vacuum Base Pencil Sharpener,330.924,55.153999999999996,6,0
Bush Advantage Collection Racetrack Conference Table,6151.045,1025.1741666666667,6,2
Bush Advantage Collection Round Conference Table,3401.6000000000004,850.4000000000001,4,0
"Bush Andora Bookcase, Maple/Graphite Gray Finish",3317.7235,368.6359444444445,9,0
"Bush Andora Conference Table, Maple/Graphite Gray Finish",1162.664,387.55466666666666,3,0
"Bush Birmingham Collection Bookcase, Dark Cherry",825.174,825.174,1,0
"Bush Cubix Collection Bookcases, Fully Assembled",729.2339999999999,243.07799999999997,3,0
"Bush Cubix Conference Tables, Fully Assembled",3603.288,900.822,4,0
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",3242.54,463.21999999999997,7,0
Bush Mission Pointe Library,748.8608,249.62026666666668,3,0
